"FIPS","Qualifying Name","File identification","State Postal Abbreviation","Summary Level","Geographic Component","Logical Record Number","US","Census Region","Census Division","State (Census Code)","State (FIPS Code)","County of current residence","County Subdivision (FIPS)","Place (FIPS Code)","Census Tract","Block Group","Consolidated City","American Indian Area/AlaskaNative Area/ Hawaiian Home Land(Census)","American Indian Area/AlaskaNative Area/ Hawaiian Home Land(FIPS)","American Indian Trust Land/Hawaiian Home Land Indicator","American Indian TribalSubdivision (Census)","American Indian TribalSubdivision (FIPS)","Alaska Native RegionalCorporation (FIPS)","Metropolitan and MicropolitanStatistical Area","Combined Statistical Area","Metropolitan Statistical Area-Metropolitan Division","Metropolitan Area Central City","Metropolitan/MicropolitanIndicator Flag","New England City and Town Area","New England City and TownCombined Statistical Area","New England City and Town AreaDivision","Urban Area","Urban Area Central Place","Current Congressional District ***","State Legislative District Upper","State Legislative District Lower","Voting District","ZIP Code Tabulation Area (3-digit)","5-digit ZIP Code Tabulation Area","Subminor Civil Division (FIPS)","State-School District (Elementary)","State-School District (Secondary)","State-School District (Unified)","Urban/Rural","Principal City Indicator","Traffic Analysis Zone","Urban Growth Area","Public Use Microdata Area – 5%File","Public Use Microdata Area - 1% File","Geographic Identifier","Area Name","Tribal Tract","Tribal Block Group","Place (State FIPS + Place FIPS)","Workers 16 Years and Over:","Workers 16 Years and Over: Car, Truck, or Van","Workers 16 Years and Over: Drove Alone","Workers 16 Years and Over: Carpooled","Workers 16 Years and Over: Public Transportation (Includes Taxicab)","Workers 16 Years and Over: Motorcycle","Workers 16 Years and Over: Bicycle","Workers 16 Years and Over: Walked","Workers 16 Years and Over: Other Means","Workers 16 Years and Over: Worked At Home","Total Population:","Total Population: More than 5 Years","Total Population: More than 10 Years","Total Population: More than 15 Years","Total Population: More than 18 Years","Total Population: More than 25 Years","Total Population: More than 35 Years","Total Population: More than 45 Years","Total Population: More than 55 Years","Total Population: More than 65 Years","Total Population: More than 75 Years","Total Population: More than 85 Years","Median Household Income (In 2021 Inflation Adjusted Dollars)","Total Population","Total Population: Not Hispanic or Latino","Total Population: Not Hispanic or Latino: White Alone","Total Population: Not Hispanic or Latino: Black or African American Alone","Total Population: Not Hispanic or Latino: American Indian and Alaska Native Alone","Total Population: Not Hispanic or Latino: Asian Alone","Total Population: Not Hispanic or Latino: Native Hawaiian and Other Pacific Islander Alone","Total Population: Not Hispanic or Latino: Some Other Race Alone","Total Population: Not Hispanic or Latino: Two or More Races","Total Population: Hispanic or Latino","Total Population: Hispanic or Latino: White Alone","Total Population: Hispanic or Latino: Black or African American Alone","Total Population: Hispanic or Latino: American Indian and Alaska Native Alone","Total Population: Hispanic or Latino: Asian Alone","Total Population: Hispanic or Latino: Native Hawaiian and Other Pacific Islander Alone","Total Population: Hispanic or Latino: Some Other Race Alone","Total Population: Hispanic or Latino: Two or More Races"
"06073020024","Census Tract 200.24, San Diego County, California","ACSSF","ca","140","00","0009783",,,,,"06","073",,,"020024",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06073020024","Census Tract 200.24",,,,1732,1501,1261,240,10,7,0,13,0,201,4328,4070,3802,3515,3361,3118,2513,2023,1601,1087,620,231,60469,4328,2619,2176,71,68,156,0,0,148,1709,949,58,155,0,0,378,169
"06073020025","Census Tract 200.25, San Diego County, California","ACSSF","ca","140","00","0009784",,,,,"06","073",,,"020025",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06073020025","Census Tract 200.25",,,,2355,1933,1767,166,0,0,0,24,63,335,5188,4879,4464,4062,3836,3320,2440,1660,1208,551,178,66,72269,5188,3309,2388,75,0,408,0,129,309,1879,873,0,3,0,0,464,539
"06073020026","Census Tract 200.26, San Diego County, California","ACSSF","ca","140","00","0009785",,,,,"06","073",,,"020026",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06073020026","Census Tract 200.26",,,,2034,1568,1400,168,9,8,0,11,0,438,3942,3721,3553,3314,3200,2916,2582,2097,1589,950,420,78,115714,3942,3309,2768,41,0,272,0,8,220,633,368,0,0,0,0,166,99
"06073020028","Census Tract 200.28, San Diego County, California","ACSSF","ca","140","00","0009786",,,,,"06","073",,,"020028",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06073020028","Census Tract 200.28",,,,1881,1606,1418,188,20,0,0,97,16,142,3864,3418,3034,2616,2449,1974,1192,510,143,56,0,0,50292,3864,413,251,98,0,43,0,0,21,3451,2234,47,249,11,0,486,424
"06073020029","Census Tract 200.29, San Diego County, California","ACSSF","ca","140","00","0009787",,,,,"06","073",,,"020029",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06073020029","Census Tract 200.29",,,,3253,2984,2738,246,83,0,0,76,0,110,5990,5666,5434,5118,4941,4175,2731,2185,1429,867,472,295,49278,5990,2567,1907,126,112,386,0,0,36,3423,1832,0,61,22,0,929,579
"06073020030","Census Tract 200.30, San Diego County, California","ACSSF","ca","140","00","0009788",,,,,"06","073",,,"020030",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06073020030","Census Tract 200.30",,,,4078,3257,3070,187,43,0,30,35,0,713,8171,8047,7391,6232,5829,5223,4787,3385,2016,928,366,20,166920,8171,6668,4499,85,0,1861,0,0,223,1503,740,0,0,0,0,143,620
"06073020031","Census Tract 200.31, San Diego County, California","ACSSF","ca","140","00","0009789",,,,,"06","073",,,"020031",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06073020031","Census Tract 200.31",,,,3038,2384,2339,45,1,0,0,47,0,606,6836,6555,6133,5110,4620,4430,3846,2777,1922,931,185,0,118377,6836,5556,4862,0,0,606,0,0,88,1280,345,0,0,0,0,0,935
"06073020032","Census Tract 200.32, San Diego County, California","ACSSF","ca","140","00","0009790",,,,,"06","073",,,"020032",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06073020032","Census Tract 200.32",,,,1633,1102,1028,74,0,0,0,17,15,499,3491,3378,3270,2856,2706,2634,2278,1936,1300,699,297,47,155125,3491,3190,2661,97,0,245,0,0,187,301,234,0,0,0,0,12,55
"06073020033","Census Tract 200.33, San Diego County, California","ACSSF","ca","140","00","0009791",,,,,"06","073",,,"020033",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06073020033","Census Tract 200.33",,,,2560,1990,1779,211,39,0,0,23,11,497,4773,4449,4213,4030,3902,3492,2696,1943,1299,676,229,95,108399,4773,3700,2853,126,36,275,0,0,410,1073,614,0,4,0,0,251,204
"06073020034","Census Tract 200.34, San Diego County, California","ACSSF","ca","140","00","0009792",,,,,"06","073",,,"020034",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06073020034","Census Tract 200.34",,,,1263,1045,930,115,0,0,0,0,0,218,2755,2356,2218,2136,1996,1729,1660,1346,964,507,137,16,196783,2755,2551,2418,0,0,36,0,0,97,204,180,0,0,0,0,0,24
"06073020035","Census Tract 200.35, San Diego County, California","ACSSF","ca","140","00","0009793",,,,,"06","073",,,"020035",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06073020035","Census Tract 200.35",,,,2965,2128,1982,146,14,0,12,20,11,780,6486,5874,5448,4904,4550,4309,3953,2923,1806,1055,366,137,159615,6486,6070,5211,75,0,435,0,0,349,416,189,0,0,0,0,117,110
"06073020036","Census Tract 200.36, San Diego County, California","ACSSF","ca","140","00","0009794",,,,,"06","073",,,"020036",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06073020036","Census Tract 200.36",,,,1629,1491,1491,0,0,0,0,138,0,0,3475,3285,2902,2568,2461,1985,1359,871,380,126,59,26,51964,3475,833,515,0,77,194,0,0,47,2642,1410,0,0,0,0,475,757
"06073020037","Census Tract 200.37, San Diego County, California","ACSSF","ca","140","00","0009795",,,,,"06","073",,,"020037",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06073020037","Census Tract 200.37",,,,2235,1917,1763,154,0,0,45,27,88,158,5105,4745,4143,3813,3633,3277,2227,1464,704,287,96,14,61058,5105,1604,1267,51,10,184,0,13,79,3501,2447,0,48,0,0,373,633
"06073020038","Census Tract 200.38, San Diego County, California","ACSSF","ca","140","00","0009796",,,,,"06","073",,,"020038",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06073020038","Census Tract 200.38",,,,2689,2141,1966,175,0,0,0,0,21,527,5173,4753,4378,4168,4018,3613,2940,2015,1460,820,306,24,147879,5173,4296,1885,47,0,2145,0,19,200,877,618,26,8,0,0,185,40
"06073020039","Census Tract 200.39, San Diego County, California","ACSSF","ca","140","00","0009797",,,,,"06","073",,,"020039",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06073020039","Census Tract 200.39",,,,1066,978,790,188,0,0,0,15,0,73,1856,1706,1626,1492,1440,1350,1153,878,487,120,58,0,107647,1856,1270,598,250,0,313,0,27,82,586,257,0,0,0,0,228,101
"06073020040","Census Tract 200.40, San Diego County, California","ACSSF","ca","140","00","0009798",,,,,"06","073",,,"020040",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06073020040","Census Tract 200.40",,,,1976,1409,1209,200,0,0,14,26,0,527,4169,3955,3572,3356,3267,2972,2475,2120,1432,818,384,137,132895,4169,3901,3171,67,0,453,0,0,210,268,108,0,0,0,0,24,136
"06073020041","Census Tract 200.41, San Diego County, California","ACSSF","ca","140","00","0009799",,,,,"06","073",,,"020041",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06073020041","Census Tract 200.41",,,,1567,1366,1340,26,0,0,0,67,0,134,2843,2608,2407,2244,2189,1851,1461,1071,734,389,109,70,76313,2843,1002,607,51,0,123,0,0,221,1841,856,0,0,19,0,666,300
"06073020042","Census Tract 200.42, San Diego County, California","ACSSF","ca","140","00","0009800",,,,,"06","073",,,"020042",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06073020042","Census Tract 200.42",,,,1570,895,852,43,0,55,0,50,0,570,4693,4361,4066,3473,3395,3086,2828,1799,1514,1100,559,313,97500,4693,2686,2293,117,0,191,0,0,85,2007,254,0,147,0,0,444,1162
"06073020043","Census Tract 200.43, San Diego County, California","ACSSF","ca","140","00","0009801",,,,,"06","073",,,"020043",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06073020043","Census Tract 200.43",,,,2221,1713,1657,56,0,32,0,0,69,407,5572,5187,4511,3882,3588,3506,2766,1603,758,470,176,30,171540,5572,5048,3701,0,0,758,0,0,589,524,406,0,0,0,0,0,118
"06073020044","Census Tract 200.44, San Diego County, California","ACSSF","ca","140","00","0009802",,,,,"06","073",,,"020044",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06073020044","Census Tract 200.44",,,,4001,2609,2208,401,15,0,0,113,101,1163,8591,7711,6970,6078,5925,5382,4844,3044,2117,1029,258,14,153464,8591,6971,4879,101,46,1451,0,0,494,1620,1013,0,0,0,0,254,353
"06073020105","Census Tract 201.05, San Diego County, California","ACSSF","ca","140","00","0009803",,,,,"06","073",,,"020105",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06073020105","Census Tract 201.05",,,,2120,1864,1758,106,21,9,0,17,32,177,3854,3609,3385,3234,3140,2878,2190,1400,1075,664,307,163,79238,3854,2344,1780,275,0,101,26,4,158,1510,851,4,15,20,42,304,274
"06073020106","Census Tract 201.06, San Diego County, California","ACSSF","ca","140","00","0009804",,,,,"06","073",,,"020106",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06073020106","Census Tract 201.06",,,,1719,1570,1423,147,27,20,0,0,0,102,3606,3317,3194,2971,2839,2411,1919,1520,882,448,181,27,88050,3606,1801,1395,7,27,262,0,0,110,1805,671,25,0,0,0,659,450
"06073020107","Census Tract 201.07, San Diego County, California","ACSSF","ca","140","00","0009805",,,,,"06","073",,,"020107",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06073020107","Census Tract 201.07",,,,2260,1969,1836,133,0,7,42,12,0,230,4822,4032,3804,3496,3285,3007,2248,1578,991,471,178,11,92324,4822,2308,1571,21,0,353,0,0,363,2514,1322,0,19,0,0,182,991
"06073020108","Census Tract 201.08, San Diego County, California","ACSSF","ca","140","00","0009806",,,,,"06","073",,,"020108",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06073020108","Census Tract 201.08",,,,2605,2378,2124,254,17,0,19,59,103,29,5270,4755,4362,3952,3773,3270,2264,1607,873,437,187,140,61525,5270,1602,1003,68,0,326,178,0,27,3668,1643,21,63,0,0,1210,731
"06073020109","Census Tract 201.09, San Diego County, California","ACSSF","ca","140","00","0009807",,,,,"06","073",,,"020109",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06073020109","Census Tract 201.09",,,,2423,2052,1511,541,104,0,0,36,0,231,5042,4743,4426,4113,3944,3407,2464,1945,1291,531,200,51,92347,5042,1939,1299,19,0,417,0,0,204,3103,2071,0,1,0,0,847,184
"06073020110","Census Tract 201.10, San Diego County, California","ACSSF","ca","140","00","0009808",,,,,"06","073",,,"020110",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06073020110","Census Tract 201.10",,,,3759,3198,2906,292,17,0,0,47,15,482,8227,7743,7241,6565,6346,5656,4535,3431,2450,1312,521,221,115425,8227,5031,3916,69,0,732,16,0,298,3196,1198,3,96,0,0,814,1085
"06073020111","Census Tract 201.11, San Diego County, California","ACSSF","ca","140","00","0009809",,,,,"06","073",,,"020111",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06073020111","Census Tract 201.11",,,,1874,1587,1433,154,76,0,0,54,0,157,3784,3419,3327,3226,3130,2821,2274,1908,1347,696,282,34,89177,3784,2739,2042,12,0,479,38,49,119,1045,1015,0,0,0,0,30,0
"06073020202","Census Tract 202.02, San Diego County, California","ACSSF","ca","140","00","0009810",,,,,"06","073",,,"020202",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06073020202","Census Tract 202.02",,,,3264,2955,2240,715,139,0,0,29,0,141,7135,6740,6241,5512,5223,4246,3139,2168,1216,578,130,36,42526,7135,1005,602,266,5,87,12,0,33,6130,2527,0,0,0,0,2292,1311
"06073020206","Census Tract 202.06, San Diego County, California","ACSSF","ca","140","00","0009811",,,,,"06","073",,,"020206",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06073020206","Census Tract 202.06",,,,3029,2598,2147,451,62,0,52,77,0,240,5862,5626,5210,4730,4445,3741,2446,1675,1048,302,121,100,54840,5862,1228,880,43,0,275,0,0,30,4634,1952,0,234,0,0,1589,859
"06073020207","Census Tract 202.07, San Diego County, California","ACSSF","ca","140","00","0009812",,,,,"06","073",,,"020207",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06073020207","Census Tract 202.07",,,,1978,1728,1587,141,55,19,27,65,65,19,5109,4775,4236,3807,3536,3034,2117,1547,925,526,47,1,51319,5109,927,493,78,0,242,0,107,7,4182,2105,0,16,14,0,1140,907
"06073020208","Census Tract 202.08, San Diego County, California","ACSSF","ca","140","00","0009813",,,,,"06","073",,,"020208",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06073020208","Census Tract 202.08",,,,1690,1594,1454,140,0,18,0,0,28,50,3523,3212,2931,2651,2495,2141,1514,1216,786,477,97,52,88750,3523,1000,701,72,0,97,0,0,130,2523,781,5,18,0,0,1548,171
"06073020209","Census Tract 202.09, San Diego County, California","ACSSF","ca","140","00","0009814",,,,,"06","073",,,"020209",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06073020209","Census Tract 202.09",,,,2087,1737,1578,159,50,16,0,89,26,169,4743,4512,4091,3820,3693,3151,2337,1806,1394,924,425,126,50960,4743,2075,1496,237,0,187,0,0,155,2668,1604,9,127,16,0,364,548
"06073020210","Census Tract 202.10, San Diego County, California","ACSSF","ca","140","00","0009815",,,,,"06","073",,,"020210",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06073020210","Census Tract 202.10",,,,2546,2209,2006,203,25,8,0,34,95,175,5340,4938,4659,4240,3964,3421,2310,1666,1032,421,219,31,57034,5340,2110,1672,48,0,291,0,0,99,3230,1705,8,82,0,9,794,632
"06073020211","Census Tract 202.11, San Diego County, California","ACSSF","ca","140","00","0009816",,,,,"06","073",,,"020211",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06073020211","Census Tract 202.11",,,,2641,2435,2159,276,47,0,0,57,27,75,5945,5587,5033,4757,4574,3905,2793,2103,1397,650,473,339,54239,5945,2705,1761,271,0,319,0,0,354,3240,1479,0,103,30,0,1106,522
"06073020213","Census Tract 202.13, San Diego County, California","ACSSF","ca","140","00","0009817",,,,,"06","073",,,"020213",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06073020213","Census Tract 202.13",,,,1576,1315,1197,118,66,0,13,53,28,101,4387,4015,3521,3112,2871,2379,1701,1170,429,324,187,114,43450,4387,621,519,18,0,43,0,0,41,3766,1738,5,0,0,0,764,1259
"06073020214","Census Tract 202.14, San Diego County, California","ACSSF","ca","140","00","0009818",,,,,"06","073",,,"020214",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06073020214","Census Tract 202.14",,,,2045,1738,1437,301,104,0,0,78,41,84,5009,4690,4400,3986,3697,3220,2189,1395,910,518,240,35,29292,5009,1350,1063,123,29,50,0,0,85,3659,1680,0,102,0,0,1080,797
"06073020304","Census Tract 203.04, San Diego County, California","ACSSF","ca","140","00","0009819",,,,,"06","073",,,"020304",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06073020304","Census Tract 203.04",,,,3252,2649,2267,382,0,18,0,12,47,526,6455,5888,5604,5157,4971,4613,3878,2993,2029,1248,583,164,123692,6455,4379,3770,1,0,483,0,36,89,2076,847,0,0,38,0,595,596
"06073020305","Census Tract 203.05, San Diego County, California","ACSSF","ca","140","00","0009820",,,,,"06","073",,,"020305",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06073020305","Census Tract 203.05",,,,2781,2439,2340,99,68,0,37,63,0,174,5789,5434,5000,4831,4688,4176,3672,2794,1907,993,476,192,88400,5789,4379,3181,23,281,542,0,31,321,1410,429,0,0,0,0,791,190
"06073020308","Census Tract 203.08, San Diego County, California","ACSSF","ca","140","00","0009821",,,,,"06","073",,,"020308",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06073020308","Census Tract 203.08",,,,2853,2587,2328,259,85,0,0,24,0,157,6293,5789,5588,5345,5147,4781,3731,2855,2332,1670,1107,595,41310,6293,4044,3281,264,9,338,0,0,152,2249,1184,0,0,0,0,925,140
"06073020309","Census Tract 203.09, San Diego County, California","ACSSF","ca","140","00","0009822",,,,,"06","073",,,"020309",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06073020309","Census Tract 203.09",,,,2711,2171,1815,356,0,0,12,134,0,394,4580,4358,4103,3780,3562,3195,2114,1442,798,340,157,15,94078,4580,2761,1779,6,0,777,0,0,199,1819,955,0,32,0,0,426,406
"06073020310","Census Tract 203.10, San Diego County, California","ACSSF","ca","140","00","0009823",,,,,"06","073",,,"020310",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06073020310","Census Tract 203.10",,,,3921,3236,3128,108,0,0,84,70,22,509,8049,7435,6611,6252,6060,4397,3283,1863,908,522,70,0,90227,8049,5654,3964,111,0,1186,0,0,393,2395,1019,24,0,0,0,378,974
"06073020311","Census Tract 203.11, San Diego County, California","ACSSF","ca","140","00","0009824",,,,,"06","073",,,"020311",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06073020311","Census Tract 203.11",,,,1447,1076,966,110,33,8,40,8,0,282,3247,2900,2768,2715,2644,2442,2191,1564,1268,852,407,148,70594,3247,2835,2064,28,0,405,0,0,338,412,267,0,0,0,0,55,90
"06073020312","Census Tract 203.12, San Diego County, California","ACSSF","ca","140","00","0009825",,,,,"06","073",,,"020312",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06073020312","Census Tract 203.12",,,,1909,1703,1535,168,83,0,0,0,0,123,3851,3573,3378,3062,2958,2809,2433,2036,1199,625,312,131,68395,3851,2462,1970,14,0,70,20,52,336,1389,912,0,19,59,0,18,381
"06073020313","Census Tract 203.13, San Diego County, California","ACSSF","ca","140","00","0009826",,,,,"06","073",,,"020313",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06073020313","Census Tract 203.13",,,,1254,855,736,119,74,0,0,44,23,258,2956,2845,2672,2473,2411,2317,1972,1584,1394,661,187,35,55694,2956,2147,1777,128,0,215,21,0,6,809,574,0,0,0,0,113,122
"06073020401","Census Tract 204.01, San Diego County, California","ACSSF","ca","140","00","0009827",,,,,"06","073",,,"020401",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06073020401","Census Tract 204.01",,,,948,694,633,61,8,0,0,0,4,242,2098,1984,1891,1794,1769,1649,1577,1310,1098,742,302,83,136750,2098,1804,1691,0,0,81,16,5,11,294,206,0,0,0,0,8,80
"06073020403","Census Tract 204.03, San Diego County, California","ACSSF","ca","140","00","0009828",,,,,"06","073",,,"020403",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06073020403","Census Tract 204.03",,,,1803,1684,1425,259,13,25,9,0,0,72,3848,3631,3468,3227,2977,2598,2104,1701,1214,640,336,82,94958,3848,2813,2013,189,11,442,0,0,158,1035,487,0,0,12,0,158,378
"06073020404","Census Tract 204.04, San Diego County, California","ACSSF","ca","140","00","0009829",,,,,"06","073",,,"020404",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06073020404","Census Tract 204.04",,,,2992,2525,2311,214,0,24,34,128,8,273,5608,5373,5096,4878,4628,4150,2853,2198,1743,924,374,165,91919,5608,3300,2412,200,2,435,12,34,205,2308,1323,71,0,0,0,659,255
"06073020405","Census Tract 204.05, San Diego County, California","ACSSF","ca","140","00","0009830",,,,,"06","073",,,"020405",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06073020405","Census Tract 204.05",,,,1557,1223,1178,45,15,0,0,11,32,276,3402,3283,3099,2816,2706,2549,2243,1978,1529,898,359,72,130515,3402,3024,2495,1,0,369,0,19,140,378,285,0,0,0,10,75,8
"06073020500","Census Tract 205, San Diego County, California","ACSSF","ca","140","00","0009831",,,,,"06","073",,,"020500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06073020500","Census Tract 205",,,,2068,1889,1579,310,20,9,23,18,0,109,4519,4242,4051,3679,3405,3046,2442,1829,1313,748,443,192,67500,4519,1550,1252,54,10,100,0,0,134,2969,1049,12,118,19,0,1022,749
"06073020601","Census Tract 206.01, San Diego County, California","ACSSF","ca","140","00","0009832",,,,,"06","073",,,"020601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06073020601","Census Tract 206.01",,,,2777,2202,1984,218,168,0,0,104,118,185,6022,5568,5031,4584,4238,3540,2637,1775,1117,400,206,56,53311,6022,1824,953,163,42,47,45,27,547,4198,1232,0,244,0,0,2130,592
"06073020602","Census Tract 206.02, San Diego County, California","ACSSF","ca","140","00","0009833",,,,,"06","073",,,"020602",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06073020602","Census Tract 206.02",,,,3126,2722,2445,277,44,14,21,26,64,235,6048,5628,5207,4813,4618,4099,3236,2214,1455,564,278,58,59375,6048,2721,2117,82,0,192,64,82,184,3327,1223,0,10,26,0,1263,805
"06073020705","Census Tract 207.05, San Diego County, California","ACSSF","ca","140","00","0009834",,,,,"06","073",,,"020705",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06073020705","Census Tract 207.05",,,,2177,1918,1656,262,4,8,0,21,0,226,4390,4237,3930,3611,3455,3079,2420,1915,1205,584,180,88,120469,4390,2724,2334,41,34,180,43,0,92,1666,632,0,13,12,0,570,439
"06073020706","Census Tract 207.06, San Diego County, California","ACSSF","ca","140","00","0009835",,,,,"06","073",,,"020706",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06073020706","Census Tract 207.06",,,,2433,1843,1692,151,5,0,0,29,92,464,6348,6062,5710,5183,4908,4406,3732,3231,2550,1534,816,350,121364,6348,4947,4529,91,0,229,0,0,98,1401,662,0,0,29,0,270,440
"06073020707","Census Tract 207.07, San Diego County, California","ACSSF","ca","140","00","0009836",,,,,"06","073",,,"020707",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06073020707","Census Tract 207.07",,,,2521,2160,1914,246,62,0,0,41,46,212,5100,4627,4212,3693,3552,3021,2153,1430,687,327,110,26,51048,5100,2166,1519,121,0,143,0,12,371,2934,1074,0,193,0,0,690,977
"06073020708","Census Tract 207.08, San Diego County, California","ACSSF","ca","140","00","0009837",,,,,"06","073",,,"020708",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06073020708","Census Tract 207.08",,,,1751,1495,1341,154,0,0,0,3,20,233,3553,3364,3174,2879,2826,2643,2232,1697,1364,618,154,42,95694,3553,2756,1919,44,0,536,0,0,257,797,152,12,0,0,0,349,284
"06073020710","Census Tract 207.10, San Diego County, California","ACSSF","ca","140","00","0009838",,,,,"06","073",,,"020710",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06073020710","Census Tract 207.10",,,,719,591,540,51,8,0,0,16,23,81,1809,1664,1564,1455,1394,1267,1115,926,762,457,149,26,124600,1809,1495,1073,15,0,291,0,0,116,314,195,0,0,4,0,18,97
"06073020711","Census Tract 207.11, San Diego County, California","ACSSF","ca","140","00","0009839",,,,,"06","073",,,"020711",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06073020711","Census Tract 207.11",,,,1835,1505,1422,83,29,0,0,10,33,258,3906,3687,3341,3035,2833,2517,2219,1678,894,447,137,21,104583,3906,2685,1942,57,0,532,0,0,154,1221,429,23,0,0,0,135,634
"06073020712","Census Tract 207.12, San Diego County, California","ACSSF","ca","140","00","0009840",,,,,"06","073",,,"020712",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06073020712","Census Tract 207.12",,,,2420,1863,1625,238,0,16,0,7,35,499,4553,4399,4103,3996,3823,3312,2722,2149,1648,643,271,50,121635,4553,2939,2569,48,0,166,1,0,155,1614,160,0,0,0,0,942,512
"06073020801","Census Tract 208.01, San Diego County, California","ACSSF","ca","140","00","0009841",,,,,"06","073",,,"020801",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06073020801","Census Tract 208.01",,,,2898,2423,2199,224,0,11,0,49,32,383,5465,5263,5066,4849,4585,4140,3391,2807,2052,1018,308,101,129655,5465,4420,3776,26,0,380,0,0,238,1045,516,9,65,0,0,345,110
"06073020805","Census Tract 208.05, San Diego County, California","ACSSF","ca","140","00","0009842",,,,,"06","073",,,"020805",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06073020805","Census Tract 208.05",,,,1655,1450,1349,101,5,10,0,0,0,190,3329,3205,3080,2877,2823,2545,2097,1641,944,433,111,0,86103,3329,2204,2024,0,0,137,0,0,43,1125,640,0,0,0,0,138,347
